   ,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,PM2.5,26,49,34
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,PM10,44,58,48
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,NO2,24,35,30
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,NH3,2,3,2
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,SO2,4,8,5
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,CO,22,120,22
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 16:00,11.55358,76.55521,OZONE,13,39,15
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,PM2.5,30,193,94
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,NO2,26,144,59
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,SO2,2,8,5
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,PM2.5,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,SO2,11,42,25
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,OZONE,51,208,119
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,NH3,17,27,23
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,CO,11,24,18
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,NH3,13,22,18
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,PM2.5,48,120,83
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,PM10,59,115,94
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,SO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,PM10,37,139,97
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,OZONE,21,87,55
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,NO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 16:00,30.735567,76.775714,CO,36,81,48
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 16:00,30.751462,76.762879,NO2,14,43,30
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,PM10,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,CO,32,44,35
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 16:00,30.719859,76.738637,OZONE,92,116,97
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,PM2.5,87,302,172
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,PM10,110,367,182
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,NH3,4,8,5
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,CO,10,43,11
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,PM10,85,194,137
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,NO2,31,35,33
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,NH3,1,1,1
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,PM2.5,36,95,67
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,OZONE,1,168,97
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,NO2,21,91,40
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,SO2,19,69,24
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",06-04-2025 16:00,19.9629,79.298714,OZONE,21,77,23
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,CO,6,16,9
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",06-04-2025 16:00,19.9775302,79.2337086,SO2,1,97,41
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",06-04-2025 16:00,12.8777316,80.0834807,SO2,NA,NA,NA
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",06-04-2025 16:00,12.8777316,80.0834807,PM10,NA,NA,NA
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",06-04-2025 16:00,12.8777316,80.0834807,NO2,NA,NA,NA
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",06-04-2025 16:00,12.8777316,80.0834807,PM2.5,NA,NA,NA
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",06-04-2025 16:00,12.8777316,80.0834807,CO,20,20,20
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",06-04-2025 16:00,12.8777316,80.0834807,NH3,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",06-04-2025 16:00,12.9099161,80.1076538,OZONE,5,83,38
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,PM2.5,10,40,23
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,PM2.5,1,71,24
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,NO2,1,1,1
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,PM10,33,56,48
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,OZONE,3,31,15
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,PM2.5,21,63,36
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,SO2,8,10,9
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,CO,50,62,59
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,PM2.5,7,52,25
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,PM10,38,146,60
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,NO2,1,9,5
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,PM10,11,94,29
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",06-04-2025 16:00,12.9099161,80.1076538,PM10,16,22,17
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,NH3,1,1,1
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,NO2,8,31,19
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,PM10,32,56,45
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",06-04-2025 16:00,12.9099161,80.1076538,CO,11,30,28
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,PM10,15,60,34
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,CO,6,65,32
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,NO2,10,22,15
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,SO2,2,8,5
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,NO2,9,17,14
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,OZONE,6,29,19
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,SO2,18,23,21
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,CO,26,72,55
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,CO,11,112,105
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,OZONE,17,37,24
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,PM2.5,15,55,27
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,CO,28,38,34
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,OZONE,15,19,16
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,NH3,2,5,3
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,NO2,13,14,13
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,OZONE,43,52,49
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",06-04-2025 16:00,12.9099161,80.1076538,PM2.5,13,17,14
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",06-04-2025 16:00,12.9099161,80.1076538,SO2,15,16,15
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,NH3,4,6,5
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",06-04-2025 16:00,13.1278,80.2642,SO2,1,8,4
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,PM10,11,67,32
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",06-04-2025 16:00,13.1662,80.2584,OZONE,30,39,34
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,NH3,6,7,7
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",06-04-2025 16:00,13.164544,80.26285,SO2,4,20,13
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",06-04-2025 16:00,12.9533,80.2357,NH3,3,4,4
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,PM2.5,5,71,25
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,SO2,4,15,9
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",06-04-2025 16:00,13.1036,80.2909,CO,14,55,29
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",06-04-2025 16:00,13.0052189,80.2398125,NH3,4,5,4
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,SO2,6,6,6
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,OZONE,21,87,49
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,PM2.5,36,404,85
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,PM10,47,156,89
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,NH3,7,7,7
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,CO,30,72,46
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 16:00,22.118125,83.140608,NO2,10,31,18
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,NO2,4,81,22
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,NH3,4,8,5
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,SO2,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,OZONE,3,124,77
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,PM2.5,28,217,92
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,PM10,35,160,95
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 16:00,25.7808257,84.7446768,CO,8,29,11
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,PM2.5,21,62,37
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,NO2,15,41,26
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,NH3,3,4,4
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,CO,NA,NA,NA
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,PM10,25,63,42
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,SO2,15,23,18
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 16:00,13.428828,77.731418,OZONE,24,25,25
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,NO2,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,PM2.5,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,SO2,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,OZONE,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,PM10,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,NH3,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 16:00,13.328028,75.797056,CO,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,SO2,5,6,5
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,NO2,2,17,11
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,NH3,3,9,5
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,CO,7,34,9
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,PM2.5,37,91,61
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,OZONE,30,50,38
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 16:00,13.20488,79.097889,PM10,33,83,55
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,PM10,56,296,137
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,CO,16,135,31
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,NH3,3,7,5
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,PM2.5,37,307,114
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,SO2,4,16,10
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,NO2,7,112,43
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",06-04-2025 16:00,24.892047,74.623527,OZONE,1,115,77
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,PM2.5,28,131,58
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,PM10,47,138,89
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,SO2,3,5,4
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,NO2,6,50,23
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,OZONE,28,143,103
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,CO,4,10,8
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",06-04-2025 16:00,28.296139,74.961696,NH3,5,8,6
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,OZONE,3,85,56
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",06-04-2025 16:00,11.0328,77.0349,SO2,5,7,6
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,PM2.5,1,68,37
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,PM10,24,52,38
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,NH3,1,1,1
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",06-04-2025 16:00,11.0328,77.0349,PM2.5,25,53,37
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",06-04-2025 16:00,11.0328,77.0349,PM10,21,42,30
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",06-04-2025 16:00,11.0328,77.0349,NH3,2,2,2
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,NO2,6,18,11
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",06-04-2025 16:00,11.0328,77.0349,NO2,9,10,10
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,SO2,19,20,20
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",06-04-2025 16:00,10.942451,76.978996,CO,22,32,25
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",06-04-2025 16:00,11.6829898,79.7532099,SO2,NA,NA,NA
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",06-04-2025 16:00,11.7637683,79.7499835,NO2,9,18,12
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",06-04-2025 16:00,11.6829898,79.7532099,PM10,11,36,22
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",06-04-2025 16:00,11.7637683,79.7499835,PM2.5,10,65,31
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",06-04-2025 16:00,11.7637683,79.7499835,NH3,1,1,1
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",06-04-2025 16:00,11.6829898,79.7532099,OZONE,NA,NA,NA
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",06-04-2025 16:00,11.7637683,79.7499835,PM10,8,49,23
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",06-04-2025 16:00,11.6829898,79.7532099,NO2,NA,NA,NA
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",06-04-2025 16:00,11.6829898,79.7532099,NH3,NA,NA,NA
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",06-04-2025 16:00,11.6829898,79.7532099,PM2.5,NA,NA,NA
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",06-04-2025 16:00,11.7637683,79.7499835,OZONE,1,2,1
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,NH3,1,2,2
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,SO2,3,10,6
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,CO,94,100,98
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,OZONE,11,156,78
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,PM2.5,37,93,55
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,PM10,73,156,104
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",06-04-2025 16:00,20.48891,85.84768,NO2,9,38,18
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",06-04-2025 16:00,23.81748678,79.446246,SO2,18,24,20
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",06-04-2025 16:00,23.81748678,79.446246,CO,19,25,21
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",06-04-2025 16:00,23.81748678,79.446246,PM2.5,14,79,47
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",06-04-2025 16:00,23.81748678,79.446246,PM10,26,76,48
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,OZONE,4,166,166
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,PM2.5,41,239,85
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,CO,32,105,56
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,PM10,123,274,161
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,NO2,22,124,69
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,NH3,6,9,8
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",06-04-2025 16:00,26.895552,76.334753,SO2,10,20,12
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,PM2.5,13,68,40
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,NO2,10,16,12
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,NH3,2,2,2
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,PM10,35,65,48
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,SO2,5,20,8
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,CO,8,36,19
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 16:00,14.4758,75.9052,OZONE,19,20,19
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 16:00,30.269444,78.044167,SO2,1,4,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 16:00,30.269444,78.044167,PM2.5,48,103,69
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 16:00,30.269444,78.044167,NO2,1,8,3
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 16:00,30.269444,78.044167,CO,14,26,17
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 16:00,30.269444,78.044167,PM10,64,142,86
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",06-04-2025 16:00,30.269444,78.044167,OZONE,52,185,185
India,Delhi,Delhi,"Alipur, Delhi - DPCC",06-04-2025 16:00,28.815329,77.15301,PM2.5,30,419,193
India,Delhi,Delhi,"Alipur, Delhi - DPCC",06-04-2025 16:00,28.815329,77.15301,NH3,10,13,12
India,Delhi,Delhi,"Alipur, Delhi - DPCC",06-04-2025 16:00,28.815329,77.15301,SO2,5,105,35
India,Delhi,Delhi,"Alipur, Delhi - DPCC",06-04-2025 16:00,28.815329,77.15301,CO,2,58,22
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",06-04-2025 16:00,28.647622,77.315809,PM10,62,418,200
