   ,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,PM10,18,35,28
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,NO2,5,46,14
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,CO,2,24,8
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,PM2.5,11,24,17
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,NH3,3,12,4
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,OZONE,59,320,92
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",06-04-2025 16:00,23.8175497,91.2726974,SO2,20,22,21
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,SO2,50,104,62
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,NH3,1,2,1
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,NO2,11,11,11
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,NH3,4,5,5
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",06-04-2025 16:00,27.19865833,78.00598056,OZONE,14,131,90
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,NO2,35,36,36
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,SO2,20,24,21
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,CO,10,34,20
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,PM2.5,23,198,63
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,SO2,15,22,17
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,CO,22,34,29
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",06-04-2025 16:00,27.19865833,78.00598056,PM10,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",06-04-2025 16:00,27.19865833,78.00598056,NO2,14,85,43
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,SO2,13,19,16
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,OZONE,1,4,3
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,PM2.5,51,184,106
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,PM10,67,158,116
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,NO2,49,71,52
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,NH3,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",06-04-2025 16:00,27.19865833,78.00598056,SO2,12,47,24
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,PM2.5,19,168,66
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,NO2,12,12,12
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",06-04-2025 16:00,27.19865833,78.00598056,CO,24,52,27
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,NH3,4,13,8
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,CO,5,21,15
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,PM10,25,132,83
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,CO,20,37,31
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,CO,6,20,15
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,OZONE,10,14,13
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",06-04-2025 16:00,27.19865833,78.00598056,PM2.5,41,320,151
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,PM2.5,44,372,185
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",06-04-2025 16:00,27.19412,77.96237,PM10,50,186,116
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,NO2,12,12,12
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,NH3,1,1,1
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",06-04-2025 16:00,27.169338,78.03582,OZONE,4,63,42
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,PM10,68,183,111
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",06-04-2025 16:00,27.19862,77.92066,OZONE,1,7,5
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,SO2,8,32,15
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,OZONE,2,61,31
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",06-04-2025 16:00,27.106972,78.000111,PM2.5,26,217,106
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",06-04-2025 16:00,27.23711,78.01936,PM10,34,193,104
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,PM2.5,9,279,76
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,PM10,8,146,66
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,CO,1,172,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,NO2,3,11,8
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,PM10,45,157,87
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,PM10,40,185,86
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,PM2.5,45,167,79
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,SO2,9,42,19
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,CO,10,152,22
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,CO,26,114,41
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,NO2,8,23,15
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 16:00,23.002657,72.591912,NO2,30,31,30
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,NH3,1,40,9
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 16:00,23.002657,72.591912,SO2,30,53,37
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 16:00,23.002657,72.591912,CO,10,69,24
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,SO2,10,42,20
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,NO2,7,105,39
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,OZONE,2,44,25
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,PM10,50,126,82
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,NO2,10,94,34
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,PM10,27,241,102
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,SO2,4,112,60
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,NO2,8,97,29
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,PM2.5,30,244,95
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,PM10,36,161,98
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,NO2,36,112,57
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,NH3,3,6,4
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,SO2,1,12,4
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,NH3,4,30,10
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,SO2,11,27,18
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,OZONE,4,53,32
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,NH3,6,15,9
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,PM10,61,373,163
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,SO2,29,108,68
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,OZONE,1,34,14
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 16:00,23.002657,72.591912,OZONE,8,45,32
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 16:00,23.020509,72.579261,NH3,4,22,8
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,PM2.5,21,309,106
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,CO,2,146,9
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,PM2.5,46,305,120
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 16:00,23.107969,72.574648,OZONE,1,105,72
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,PM2.5,52,379,188
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,PM2.5,22,108,45
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,OZONE,1,55,35
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 16:00,23.04307,72.562968,OZONE,5,72,58
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 16:00,22.977134,72.553024,CO,1,80,6
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 16:00,23.002657,72.591912,PM2.5,14,168,46
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,SO2,1,2,1
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 16:00,23.041137,72.456691,CO,20,86,35
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,NO2,6,71,25
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,NH3,4,9,6
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 16:00,23.076793,72.627874,CO,10,107,15
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 16:00,23.002657,72.591912,PM10,46,414,126
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 16:00,23.016834,72.625775,OZONE,2,92,50
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,PM2.5,68,270,133
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,NO2,15,131,56
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,OZONE,6,115,71
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,CO,18,169,35
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,PM10,74,426,149
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,NH3,5,9,6
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",06-04-2025 16:00,19.10122,74.73339,SO2,3,18,7
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",06-04-2025 16:00,23.7176342,92.7192841,CO,3,3,3
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",06-04-2025 16:00,23.7176342,92.7192841,PM2.5,12,38,27
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",06-04-2025 16:00,23.7176342,92.7192841,NH3,1,2,1
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",06-04-2025 16:00,23.7176342,92.7192841,OZONE,1,10,4
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",06-04-2025 16:00,23.7176342,92.7192841,PM10,68,124,101
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",06-04-2025 16:00,23.7176342,92.7192841,SO2,2,2,2
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,PM2.5,32,151,76
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,PM10,78,119,100
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,SO2,9,17,13
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,CO,14,84,36
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,NO2,20,28,25
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,NH3,7,8,8
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",06-04-2025 16:00,26.470859,74.646594,OZONE,23,64,53
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,CO,32,95,36
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,PM10,52,192,95
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,NO2,16,78,34
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,SO2,11,23,19
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,OZONE,1,101,63
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,PM2.5,27,153,64
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 16:00,20.719516,77.000253,NH3,5,16,8
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,OZONE,11,70,48
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,SO2,3,27,14
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,NO2,68,114,97
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,PM2.5,32,72,52
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,PM10,50,94,72
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,NH3,13,23,19
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",06-04-2025 16:00,27.554793,76.611536,CO,46,106,72
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,PM10,17,74,37
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,CO,11,48,21
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,NO2,23,38,31
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,OZONE,1,59,22
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,SO2,8,14,10
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,PM2.5,10,42,26
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",06-04-2025 16:00,16.5150833,80.5181667,NH3,1,3,2
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,NH3,2,13,4
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,SO2,1,12,5
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,NH3,1,3,2
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,PM10,83,116,100
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,NO2,7,59,27
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,CO,16,56,21
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,PM2.5,32,74,55
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,NO2,4,72,24
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,CO,31,111,42
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,PM2.5,31,70,53
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,PM10,63,108,86
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,SO2,8,12,10
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 16:00,20.9402359,77.7895248,OZONE,1,83,56
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 16:00,20.939198,77.765701,OZONE,1,91,57
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,PM2.5,47,88,66
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,NH3,6,13,8
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,SO2,7,122,56
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,OZONE,45,61,50
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,PM10,34,92,70
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,CO,20,180,94
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",06-04-2025 16:00,31.62,74.876512,NO2,21,127,32
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,PM10,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,NH3,6,21,10
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,SO2,7,11,10
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,OZONE,4,42,19
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,NO2,27,77,41
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 16:00,14.675886,77.593027,CO,10,16,13
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,PM2.5,52,325,141
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,NH3,2,5,4
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,SO2,15,123,53
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,PM10,77,252,145
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,NO2,8,51,22
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,OZONE,12,78,51
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",06-04-2025 16:00,20.832874,85.104082,CO,57,138,96
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,SO2,45,45,45
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,PM10,51,132,75
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,NO2,70,110,87
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,CO,6,50,9
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,OZONE,28,38,32
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,PM2.5,23,194,72
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 16:00,21.613267,73.010555,NH3,7,8,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,NH3,10,12,11
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,CO,20,68,41
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,PM10,67,287,116
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,SO2,22,32,29
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,OZONE,9,11,10
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,PM2.5,42,203,79
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 16:00,26.146529,87.454184,NO2,5,7,7
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",06-04-2025 16:00,11.06825,79.07033,NH3,1,1,1
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",06-04-2025 16:00,11.06825,79.07033,OZONE,3,23,11
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",06-04-2025 16:00,11.06825,79.07033,PM10,24,51,40
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",06-04-2025 16:00,11.06825,79.07033,PM2.5,22,44,35
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",06-04-2025 16:00,11.06825,79.07033,SO2,10,10,10
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",06-04-2025 16:00,11.06825,79.07033,NO2,10,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 16:00,25.5626095,84.663264,NO2,5,9,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 16:00,25.5626095,84.663264,SO2,7,10,9
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 16:00,25.5626095,84.663264,OZONE,2,112,59
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 16:00,25.5626095,84.663264,CO,14,30,19
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 16:00,25.5626095,84.663264,PM2.5,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 16:00,25.5626095,84.663264,PM10,NA,NA,NA
